,MAE training,MAE test,RMSE training,RMSE test,MAE R training,MAE R test,MAE H training,MAE H test,RMSE R training,RMSE R test,RMSE H training,RMSE H test
0,111.55988592028618,123.40886528968812,205.01352263043853,204.667870176058,56.18341613769531,64.66990966796875,166.93635570287705,182.14782091140748,79.75217632285894,86.11576388931314,278.74841577029684,276.3366594836225
1,89.21313794746996,104.41363686561584,171.25664118265033,184.67887313646546,43.71925918579102,49.99978759765625,134.7070167091489,158.82748613357543,62.89852654048594,68.12509392266624,233.8834103936446,252.13398014535315
2,86.38054043769836,105.36045316696168,159.06134065856935,194.33112906189453,40.30451141357422,52.90705993652344,132.4565694618225,157.8138463973999,57.06254517816806,73.6118653723034,217.58880054357684,264.78381506684144
3,88.06375821828843,107.18386762619019,167.98850824048512,185.2523188863057,39.375367431640626,55.30099548339844,136.75214900493623,159.06673976898193,56.93399761902645,71.56647122891751,230.64864559941336,252.02199011464756
4,101.31319728344678,126.14824527263642,198.43114917153537,233.62950801987228,44.43320663452148,57.847774047851566,158.1931879323721,194.44871649742126,65.31932510707057,79.8867912496433,272.91615505614385,320.5988063281756
5,105.23752653837204,130.1060865831375,204.5750318829817,237.10917468298823,47.856380767822266,56.5951611328125,162.61867230892182,203.61701203346252,71.0134723345534,82.0877694457899,280.46207245692887,325.1201617019629
6,130.18558505266907,139.76518947601318,240.97098514003775,235.63875111941422,57.095282287597655,69.14371276855469,203.27588781774045,210.38666618347168,80.48335391978684,93.93937560957207,331.14416966110554,319.7290036395169
7,107.09676851183177,116.28118886947632,195.5386497718049,203.80288878040182,47.398077392578124,59.04783508300781,166.7954596310854,173.51454265594484,65.81216651273975,85.3392022479699,268.58794806926966,275.2970314227049
8,97.40089850783349,131.71401848316194,182.39844925118553,240.04098122474485,46.93966918945313,62.421609497070314,147.86212782621385,201.00642746925354,67.98442709559852,91.4506556877379,248.83027599341253,326.91913818092604
9,106.60951657950878,131.2613671374321,192.57620536456102,221.02094441331306,47.74309722900391,62.65253479003906,165.47593593001366,199.87019948482512,68.17687409900078,88.34383058106805,263.6723413316539,299.8264220127526
10,91.58725934207439,114.86648462295533,173.1293423923679,203.15420307554692,43.45309860229492,54.14885803222656,139.72142008185386,175.58411121368408,62.94893456951585,73.46283882394611,236.61143258724917,277.7525369217139
11,98.56822045758366,100.72459672689438,186.1151516855458,169.48920310734522,45.025216064453126,56.46657165527344,152.1112248507142,144.9826217985153,64.1488043566945,80.51078621853317,255.26972063578955,225.76800757060224
12,97.19306073740125,105.71884234428407,186.04683214605987,183.20241728144504,44.324660797119144,54.20049865722656,150.06146067768336,157.23718603134157,61.592245633681486,70.63121011305887,255.799223573819,249.2739127014585
