,MAE training,MAE test,RMSE training,RMSE test,MAE R training,MAE R test,MAE H training,MAE H test,RMSE R training,RMSE R test,RMSE H training,RMSE H test
0,72.35003380417824,88.52143752098084,146.7942865622974,161.87712307151685,36.90436477661133,44.36267333984375,107.79570283174515,132.68020170211793,54.646388816111354,61.395862006781414,200.27705141634718,220.5424087931078
1,71.03402904987335,88.98494404792785,139.90785966672405,144.68617640672403,32.52103439331054,48.06056579589844,109.54702370643616,129.90932229995727,48.082574938785115,62.23232712004169,191.92833136434976,194.92387423714788
2,83.57174770265817,103.07352430105209,164.9034486409616,183.90098536883522,36.05095153808594,53.12003356933594,131.0925438672304,153.02701503276825,52.03634824676354,71.38730477255348,227.3290857072762,250.0859803279017
3,78.77327027320862,105.38906171441079,155.5071814997657,190.40088408750276,36.95335159301758,49.462391967773435,120.59318895339968,161.31573146104813,55.65952036095354,64.86595065862011,212.7603929052368,261.3377159304772
4,79.96496207714081,91.50020170211792,156.77031801038024,171.7814506588189,37.36522705078125,50.559286499023436,122.56469710350036,132.44111690521243,55.421106358298914,65.59970008920774,214.6680371834,233.91112185850096
5,73.5746886974573,87.0467645597458,144.02310641685276,151.31182429036704,33.546642456054684,47.05597473144531,113.60273493885994,127.03755438804626,50.18825676131257,65.57041302507311,197.39921288389363,203.69353763897163
6,70.95956814706325,103.89735731363297,138.27280154417613,187.78881797947056,33.09793991088867,51.02057983398438,108.82119638323783,156.77413479328155,49.51870877170489,79.04059053932944,189.17355199745373,253.53868612787184
7,71.75051171183586,95.45252833366396,144.5666665934424,173.54518030002976,33.08934768676758,44.85072265625,110.41167573690414,146.05433401107788,50.30930055340909,65.92300762649619,198.16159178232758,236.4106940817538
8,63.994188499450686,83.98775787234305,130.81553840409086,156.65352615712848,28.87622802734375,42.493403930664066,99.11214897155762,125.48211181402203,42.98073594923941,61.74949017389968,179.93906333302428,212.7619678847414
9,63.27133997678757,87.39305122375488,121.83317721676639,155.55800544135576,32.72719909667969,43.701385498046875,93.81548085689545,131.08471694946292,47.45266888696012,57.58592539882261,165.63481022106598,212.32156581409006
10,85.8812558913231,107.19652717590333,162.07138502041076,193.71748177970466,39.01460784912109,50.6026611328125,132.7479039335251,163.79039321899415,57.38845836687872,70.46945632029744,221.90275467226962,264.73945912927695
11,75.67498658567666,109.6949460697174,145.0578008516419,213.7582537480697,36.818837814331054,53.791967163085936,114.53113535702228,165.59792497634888,53.249740682620335,78.84285087653419,198.11107059693285,291.8372610831402
12,80.6683494758606,95.71135630548001,158.22414992583853,168.57256199158823,35.16716751098633,51.68541198730469,126.16953144073486,139.73730062365533,50.30016803637382,75.55187097571559,218.03590606829195,226.10911548384013
13,73.80681460089981,98.63555695891381,144.64006347385677,181.58795211881505,38.816849060058594,49.163978271484375,108.79678014174104,148.10713564634324,57.098368185888276,68.0581226750115,196.4211604536318,247.6216077957722
14,73.59069781303407,96.92904966831206,149.1432743475074,174.91978102259677,35.721626129150394,48.07786987304687,111.45976949691773,145.78022946357726,50.80717088907418,64.89662772233052,204.70970654182508,238.70962966804603
15,74.89213314890861,94.82826489567756,148.7094741457457,178.33656439152034,34.86547958374023,45.240797729492186,114.918786714077,144.41573206186294,51.11837372025763,59.51216511789465,203.99982173914884,245.08399091112057
16,73.69893091261387,93.91187269210815,141.62828850575283,168.9740562356682,35.42168655395508,49.42927490234375,111.97617527127267,138.39447048187256,52.18760803410935,68.18900197744225,193.37424279829952,229.02996173162566
17,71.31624195426703,93.74840272903442,144.05717197350072,164.28529165559954,34.153218841552736,50.99597534179688,108.47926506698131,136.50083011627197,49.53706528461128,68.83720364834561,197.61330106294386,221.9025766020012
18,77.026098279953,107.81059050559998,151.73518700798803,197.202387848739,34.48681671142578,57.569130859375,119.56537984848022,158.05205015182494,50.774201587796426,80.5301196141404,208.49248045390036,267.00648565422756
19,79.73455552458763,91.92874600410462,164.01937778152626,177.33874110097392,35.868345489501955,45.734838256835936,123.6007655596733,138.12265375137332,52.55293683063342,64.14567182522451,225.92676115536545,242.45286341193645
20,71.62849951982498,97.43432181358337,139.6022135522694,176.75425538903616,35.05418823242187,47.931073608398435,108.20281080722809,146.9375700187683,52.86937289662435,67.29999075849015,190.21668030670855,240.73812502421043
21,93.67638457834721,105.13313336491585,181.61822320392343,191.22534914361702,39.6533708190918,48.84868286132812,147.69939833760262,161.41758386850356,56.40194561936602,63.35592456139279,250.57768960913188,262.9073888903991
22,75.65024358093738,87.86531692147256,146.78580598132316,151.91830101199454,34.83017425537109,49.18145751953125,116.47031290650368,126.54917632341385,50.93721433439995,65.91016064844776,201.24002055014975,204.48518549772197
23,91.56149568140506,91.94704036712646,174.24993154511415,159.949226230576,43.612782135009766,47.46878173828125,139.51020922780037,136.42529899597167,63.296518353445116,62.12959459154343,238.1588294632092,217.50269749915844
24,82.59208328008651,92.00210552215577,161.0945777467677,165.6217816020056,37.53442276000977,40.59802062988281,127.64974380016326,143.40619041442872,55.533502192336954,57.57976923942237,220.95012127870064,227.03682356917292
25,86.66370574697854,84.63794590473175,168.81245940814262,143.67445391754973,41.62234039306641,49.429425659179685,131.70507110089065,119.84646615028382,60.416562573026454,67.64676011440437,230.96565084382394,191.59491972136541
26,70.46193877488375,86.20281794548035,142.0086743389116,158.6129438341833,33.05711944580078,43.475670166015625,107.86675810396672,128.92996572494508,47.47786061859595,60.208113209693416,195.13784852270783,216.08126945022408
27,69.8041266655922,88.2417282398045,140.7106850424606,161.38610629410002,33.5319320678711,45.5945361328125,106.07632126331329,130.8889203467965,51.13799107957677,62.797716358150495,192.3119851662455,219.42515222677272
28,72.80552112579346,96.42541964054107,139.76999668493812,193.55719919422094,33.33687774658203,44.353544311523436,112.27416450500488,148.49729496955874,49.09393368489771,61.82567737685935,191.47085841442845,266.6577663161438
29,74.99979579925537,86.98913070678711,141.7590999711598,159.171757024838,35.0148991394043,45.39734802246094,114.98469245910644,128.58091339111328,48.7990505891185,64.06695066323113,194.44777579305767,215.7932397028768
