,mean training,mean test,std training,std test
radius,35.623834302266445,47.97524879964192,2.898109827720153,3.6194350820615586
depth,116.73471228972575,141.52614466843008,11.596091114338034,12.587910402456206
both,76.1792732959961,94.750696734036,6.971754731995622,7.3401490560970855
