,MAE training,MAE test,RMSE training,RMSE test,MAE R training,MAE R test,MAE H training,MAE H test,RMSE R training,RMSE R test,RMSE H training,RMSE H test
0,88.47237627029418,105.37823565483093,178.15829493067784,183.50282527335798,40.10875762939453,54.624536743164064,136.83599491119384,156.13193456649782,56.80200232681846,71.65281713450327,245.46748997958352,249.4242321092691
1,74.42370966672897,88.66380655288695,148.16987068995917,152.90842636448698,35.45146438598633,47.751163940429684,113.39595494747162,129.57644916534423,50.758986755986406,64.75087735108177,203.30309005045657,206.32328416539096
2,89.77773408651352,102.27242010116576,176.3913292476805,174.67897428661038,39.62459930419922,51.936376953125,139.93086886882782,152.60846324920655,57.26162415773722,73.50399814685925,242.7939629940278,235.844547047565
3,79.75211426317692,104.51196295738221,159.06757139420654,184.51129769511206,38.125838165283206,53.829213256835935,121.37839036107063,155.19471265792848,55.78897800391832,72.26944881609613,217.92791118115252,250.73086112819496
4,91.92577594161034,99.25344337940217,185.33603346500445,169.56145030408797,40.04831756591797,52.36916320800781,143.8032343173027,146.13772355079652,60.318014218832175,75.36333571641147,255.0698487900507,227.64564236582007
5,90.36313727498055,118.62189302921294,170.58881107755784,213.60578543794625,43.88246536254883,55.470230712890626,136.84380918741226,181.77355534553527,63.545055187136946,71.82096404498998,232.7296949058568,293.42224228707016
6,79.6830428943038,95.9225579214096,155.977749822463,179.5447459068172,37.3020735168457,49.35183227539063,122.0640122717619,142.49328356742862,54.35348456662819,65.68826426812645,213.78450737792727,245.27063318491253
7,83.22287762016057,108.96782397270202,162.9544371989608,197.5765750590006,39.27792846679687,53.46785522460937,127.16782677352428,164.46779272079468,57.92214709215633,73.56710068338228,223.05452714951733,269.55683579002573
8,93.70683483421803,115.31532025337219,182.11254830161982,208.67293459940743,44.956495666503905,59.47162353515625,142.45717400193215,171.15901697158813,64.11713934046662,82.81144256682047,249.43727255687924,283.25086451529035
9,80.57556085824966,101.52827186584473,158.03907560387574,190.9693623517125,37.936817474365235,51.50486389160156,123.21430424213409,151.5516798400879,55.3216592056355,72.59745924112869,216.5460986907653,260.13112775247026
10,88.62406090140342,107.70351008415221,173.9387123345329,200.0760567209446,39.80814559936523,51.635508422851565,137.43997620344163,163.77151174545293,57.597531613865236,72.24894957990571,239.1482294502316,273.5707335052593
11,91.93402760192751,131.088223323822,183.99733091118284,226.85484319031895,41.17799545288086,62.27302001953125,142.69005975097417,199.90342662811278,61.09250376318654,85.50141345189127,252.9382168610029,309.2179620519111
12,87.61811895132065,98.45960566043856,176.36094624870893,174.00919231670264,36.96763854980469,47.65953918457031,138.26859935283662,149.2596721363068,54.638156640897364,62.64769941106561,243.35373135081522,237.97828426123922
13,84.31311055898666,100.35705201148987,163.68455301801293,179.93428716109705,38.779970245361326,48.544378662109374,129.846250872612,152.16972536087036,55.46576622044705,68.34653063764928,224.74166184976048,245.11517117906257
14,97.23086696505547,114.66870804786683,189.73792455456885,209.475445732587,41.6721224975586,53.90877990722656,152.78961143255233,175.42863618850708,60.75113991675683,79.60498867547791,261.3623137090831,285.34710530809497
15,90.29005835995078,98.80935856819153,174.83960284926343,176.58754390084403,40.782725219726565,47.93632934570312,139.797391500175,149.68238779067994,60.425080202829484,64.74383074632337,239.7635984286564,241.1940250133831
16,81.025971057415,105.43353048324585,160.22133118387268,185.5027497217243,37.74769760131836,51.71601135253906,124.30424451351166,159.15104961395264,56.23938543748251,73.07572162654381,219.49688257075252,251.95729641628014
17,82.33311052143574,93.34768823623658,159.24910505451146,163.37423216212989,39.12553970336914,49.097420654296876,125.54068133950233,137.5979558181763,57.157272177061316,70.35307646770254,217.83847492718775,220.07436038907537
18,77.72249014258384,99.89138829231263,152.80752778537416,176.3193941875826,36.09349197387695,49.49417358398438,119.35148831129074,150.28860300064088,52.22242485991367,67.53375472908175,209.69763813049136,240.03385074931512
19,85.19815548598767,118.30758527517318,167.25466599596774,217.3872287113779,37.53072448730469,52.18588134765625,132.86558648467064,184.42928920269011,55.3953916491989,68.91555422790313,229.95564176353085,299.6081787920463
20,80.17644877195359,92.07235273957252,159.66473914319974,164.0701209381189,36.10867538452148,46.44721801757812,124.24422215938569,137.69748746156694,52.6994496416699,65.13055411864838,219.56417253003085,222.70163917110204
21,81.10399983104318,107.18790416657924,166.58274777126482,173.45052394889967,36.07985778808594,62.849290161132814,126.12814187400043,151.52651817202567,53.50455974612461,88.13437457093067,229.42729958839487,228.91592459959298
