,mean training,mean test,std training,std test
radius,45.49916112772624,59.14164670817057,4.548771234871711,6.97661545249746
depth,154.4852109479668,178.5525953288078,15.77040255769983,19.829790098001006
both,99.99218603784654,118.8471210184892,9.953861884533177,12.32040829905239
